Date,Time,DateTime,tempC,I,K,GPP,ER,NEP,FCO2,Chlorophyll_RFU,Cond_¦ÌS_cm,Depth_m,fDOM_QSU,fDOM_RFU,nLF_Cond_¦ÌS_cm,ODO_per_sat,ODO_per_local,ODO_mg_L,Pressure_psi_a,Sal_psu,SpCond_¦ÌS_cm,TAL_PC_RFU,TDS_mg_L,Turbidity_FNU,pH,Vertical_Position_m,Light_lux
7/2/2022,21:58:08,7/2/2022 21:58,22.921,0,0.016844109,0,0.043367506,-0.043367506,-0.059630321,0.23,239.4,0.337,23.71,7.9,248.8,80.6,81.9,6.88,0.175,0.12,247.9,0.04,161,-1.8,7.88,0.34,0
7/2/2022,22:03:08,7/2/2022 22:03,22.884,0,0.016829274,0,0.043256432,-0.043256432,-0.059477594,0.23,239.3,0.338,23.76,7.92,248.9,79.5,80.8,6.79,0.175,0.12,248,-0.04,161,-1.99,7.87,0.34,0
7/2/2022,22:08:08,7/2/2022 22:08,22.839,0,0.016811249,0,0.043121725,-0.043121725,-0.059292371,0.22,239.1,0.338,23.8,7.93,249,78.3,79.6,6.7,0.176,0.12,248.1,0.04,161,-2.17,7.86,0.341,0
7/2/2022,22:13:08,7/2/2022 22:13,22.796,0,0.016794043,0,0.042993396,-0.042993396,-0.05911592,0.19,239.1,0.339,23.78,7.93,249.2,77,78.3,6.59,0.177,0.12,248.3,0,161,-1.77,7.85,0.341,0
7/2/2022,22:18:08,7/2/2022 22:18,22.774,0,0.016785247,0,0.042927888,-0.042927888,-0.059025845,0.23,239,0.338,23.79,7.93,249.4,75.9,77.2,6.51,0.176,0.12,248.5,0.03,162,-2.04,7.83,0.34,0
7/2/2022,22:23:08,7/2/2022 22:23,22.733,0,0.016768866,0,0.042806069,-0.042806069,-0.058858345,0.27,238.9,0.339,23.8,7.93,249.6,74.9,76.2,6.43,0.178,0.12,248.6,0.03,162,-1.98,7.83,0.342,0
7/2/2022,22:28:08,7/2/2022 22:28,22.719,0,0.016763276,0,0.042764552,-0.042764552,-0.058801259,0.2,238.8,0.339,23.86,7.95,249.6,74.1,75.4,6.36,0.177,0.12,248.6,0.03,162,-1.83,7.82,0.337,0
7/2/2022,22:33:08,7/2/2022 22:33,22.679,0,0.016747315,0,0.042646153,-0.042646153,-0.058638461,0.2,238.7,0.339,23.79,7.93,249.7,73.6,74.9,6.33,0.178,0.12,248.7,0.01,162,-1.75,7.81,0.338,0
7/2/2022,22:38:08,7/2/2022 22:38,22.697,0,0.016754496,0,0.042699392,-0.042699392,-0.058711664,0.21,238.6,0.341,23.83,7.94,249.8,72.7,73.9,6.25,0.18,0.12,248.8,0.02,162,-2,7.81,0.339,0
7/2/2022,22:43:08,7/2/2022 22:43,22.664,0,0.016741334,0,0.042601838,-0.042601838,-0.058577528,0.22,238.3,0.341,23.81,7.94,249.8,71.8,73.1,6.18,0.18,0.12,248.8,0.03,162,-2.12,7.8,0.34,0
7/2/2022,22:48:08,7/2/2022 22:48,22.621,0,0.0167242,0,0.042475057,-0.042475057,-0.058403204,0.21,238.4,0.343,23.84,7.95,250,71.5,72.7,6.15,0.182,0.12,248.9,0.03,162,-2.1,7.79,0.342,0
7/2/2022,22:53:08,7/2/2022 22:53,22.607,0,0.016718625,0,0.042433861,-0.042433861,-0.058346559,0.21,238.1,0.342,23.81,7.94,250,71,72.2,6.12,0.182,0.12,248.9,0.02,162,-2.19,7.79,0.345,0
7/2/2022,22:58:08,7/2/2022 22:58,22.589,0,0.01671146,0,0.042380953,-0.042380953,-0.058273811,0.22,238.2,0.342,23.8,7.93,250.1,70.3,71.5,6.06,0.182,0.12,249,0.07,162,-2.15,7.78,0.345,0
7/2/2022,23:03:08,7/2/2022 23:03,22.564,0,0.016701513,0,0.04230758,-0.04230758,-0.058172922,0.21,237.9,0.343,23.82,7.94,250.1,69.9,71.1,6.03,0.183,0.12,249,0.04,162,-2.18,7.78,0.342,0
7/2/2022,23:08:08,7/2/2022 23:08,22.547,0,0.016694753,0,0.042257758,-0.042257758,-0.058104418,0.26,238.4,0.343,23.37,7.79,250.4,68.6,69.8,5.92,0.182,0.12,249.4,0.05,162,2.49,7.77,0.345,0
7/2/2022,23:13:08,7/2/2022 23:13,22.477,0,0.016666947,0,0.042053229,-0.042053229,-0.057823189,0.25,238,0.342,23.79,7.93,250.2,69,70.2,5.96,0.182,0.12,249.2,0.03,162,-1.56,7.77,0.341,0
7/2/2022,23:18:08,7/2/2022 23:18,22.479,0,0.01666774,0,0.042059058,-0.042059058,-0.057831205,0.26,237.7,0.343,23.89,7.96,250.2,68.8,70,5.94,0.183,0.12,249.1,0.05,162,-2.19,7.77,0.342,0
7/2/2022,23:23:08,7/2/2022 23:23,22.473,0,0.016665359,0,0.042041571,-0.042041571,-0.05780716,0.22,237.7,0.344,23.91,7.97,250.2,68.6,69.8,5.93,0.184,0.12,249,0.02,162,-1.73,7.77,0.342,0
7/2/2022,23:28:08,7/2/2022 23:28,22.449,0,0.016655837,0,0.041971694,-0.041971694,-0.057711079,0.2,237.6,0.345,23.88,7.96,250.2,68.3,69.4,5.9,0.186,0.12,249,0.01,162,-2.05,7.76,0.348,0
7/2/2022,23:33:08,7/2/2022 23:33,22.413,0,0.016641564,0,0.041867096,-0.041867096,-0.057567257,0.22,237.2,0.347,23.89,7.96,249.9,68,69.1,5.88,0.189,0.12,248.8,0.01,162,-2.07,7.76,0.349,0
7/2/2022,23:38:08,7/2/2022 23:38,22.394,0,0.016634036,0,0.041811997,-0.041811997,-0.057491496,0.25,234.8,0.35,24.37,8.12,247.5,68.8,70,5.95,0.193,0.12,246.4,0.06,160,-1.78,7.77,0.352,0
7/2/2022,23:43:08,7/2/2022 23:43,22.386,0,0.016630867,0,0.041788819,-0.041788819,-0.057459626,0.24,233.2,0.351,23.75,7.92,246.2,71.1,72.3,6.16,0.194,0.12,245,0.02,159,-2.05,7.78,0.353,0
7/2/2022,23:48:08,7/2/2022 23:48,22.39,0,0.016632451,0,0.041800406,-0.041800406,-0.057475559,0.26,233.2,0.35,23.87,7.95,246.1,70.6,71.8,6.12,0.193,0.12,245,0.03,159,-2.04,7.78,0.352,0
7/2/2022,23:53:08,7/2/2022 23:53,22.374,0,0.016626115,0,0.041754076,-0.041754076,-0.057411855,0.28,232.3,0.348,24.11,8.04,245.2,72,73.2,6.23,0.19,0.12,244,0.04,159,-2.04,7.79,0.35,0
7/2/2022,23:58:08,7/2/2022 23:58,22.366,0,0.016622948,0,0.04173093,-0.04173093,-0.057380029,0.25,229.8,0.347,24.17,8.05,242.8,72.7,73.9,6.3,0.188,0.11,241.6,0.03,157,-2.09,7.8,0.345,0
7/3/2022,0:08:08,7/3/2022 0:08,22.341,0,0.020257211,0,0.051789471,-0.051789471,-0.071210522,0.24,228,0.346,24.33,8.11,241,75.1,76.3,6.51,0.188,0.11,239.8,0.04,156,-1.11,7.81,0.345,0
7/3/2022,0:13:08,7/3/2022 0:13,22.332,0,0.02025287,0,0.051757174,-0.051757174,-0.071166115,0.23,227.1,0.347,24.4,8.13,240.1,74.7,76,6.48,0.189,0.11,239,0.07,155,-1.93,7.81,0.35,0
7/3/2022,0:18:08,7/3/2022 0:18,22.325,0,0.020249494,0,0.051732069,-0.051732069,-0.071131595,0.24,226.3,0.344,24.65,8.21,239.3,74.6,75.9,6.47,0.185,0.11,238.2,0,155,-1.79,7.81,0.347,0
7/3/2022,0:23:08,7/3/2022 0:23,22.321,0,0.020247566,0,0.051717728,-0.051717728,-0.071111876,0.29,226.1,0.344,24.83,8.27,239.1,73.9,75.2,6.41,0.185,0.11,237.9,0.03,155,-1.34,7.81,0.343,0
7/3/2022,0:28:08,7/3/2022 0:28,22.323,0,0.02024853,0,0.051724898,-0.051724898,-0.071121735,0.27,224.7,0.345,25.08,8.36,237.7,74.7,76,6.48,0.187,0.11,236.5,0.04,154,-1.2,7.81,0.348,0
7/3/2022,0:33:08,7/3/2022 0:33,22.323,0,0.02024853,0,0.051724898,-0.051724898,-0.071121735,0.29,223.5,0.345,25.72,8.57,236.5,74.8,76.1,6.49,0.186,0.11,235.3,0.04,153,-1.41,7.81,0.343,0
7/3/2022,0:38:08,7/3/2022 0:38,22.322,0,0.020248048,0,0.051721313,-0.051721313,-0.071116805,0.25,222.1,0.347,26.15,8.71,235.1,74.7,75.9,6.48,0.188,0.11,233.9,0.04,152,-1.65,7.8,0.349,0
7/3/2022,0:43:08,7/3/2022 0:43,22.323,0,0.02024853,0,0.051724898,-0.051724898,-0.071121735,0.31,221.3,0.345,27.53,9.17,234.3,74,75.3,6.43,0.186,0.11,233.1,0.05,152,-1.22,7.79,0.344,0
7/3/2022,0:48:08,7/3/2022 0:48,22.327,0,0.020250459,0,0.05173924,-0.05173924,-0.071141456,0.35,220.2,0.345,28.18,9.39,233.2,73.3,74.5,6.36,0.186,0.11,232,0.15,151,-1.5,7.79,0.344,0
7/3/2022,0:53:08,7/3/2022 0:53,22.325,0,0.020249494,0,0.051732069,-0.051732069,-0.071131595,0.31,219.8,0.346,28.89,9.63,232.8,72.2,73.4,6.27,0.187,0.11,231.6,0.07,151,-1.4,7.76,0.344,0
7/3/2022,0:58:08,7/3/2022 0:58,22.317,0,0.020245637,0,0.051703392,-0.051703392,-0.071092164,0.33,219.8,0.346,29.14,9.71,232.8,71.8,73,6.24,0.187,0.11,231.7,0.05,151,-1.03,7.76,0.344,0
7/3/2022,1:03:08,7/3/2022 1:03,22.312,0,0.020243226,0,0.051685477,-0.051685477,-0.07106753,0.32,219.9,0.346,29.47,9.82,232.9,71.2,72.4,6.18,0.187,0.11,231.7,0.04,151,-1.53,7.75,0.345,0
7/3/2022,1:08:08,7/3/2022 1:08,22.304,0,0.02023937,0,0.051656825,-0.051656825,-0.071028135,0.28,220.1,0.345,30.04,10.01,233.1,70.2,71.4,6.09,0.185,0.11,232,0.04,151,-1.52,7.74,0.343,0
7/3/2022,1:13:08,7/3/2022 1:13,22.305,0,0.020239852,0,0.051660406,-0.051660406,-0.071033058,0.37,220.1,0.344,30.37,10.12,233.1,69.5,70.6,6.03,0.185,0.11,232,0.07,151,-1.51,7.73,0.343,0
7/3/2022,1:18:08,7/3/2022 1:18,22.293,0,0.020234069,0,0.051617456,-0.051617456,-0.070974002,0.33,220.5,0.344,30.35,10.12,233.6,68.7,69.8,5.96,0.184,0.11,232.4,0.04,151,-1.42,7.72,0.342,0
7/3/2022,1:23:08,7/3/2022 1:23,22.293,0,0.020234069,0,0.051617456,-0.051617456,-0.070974002,0.33,220.9,0.344,30.39,10.13,233.9,67.9,69.1,5.9,0.184,0.11,232.7,0.02,151,-1.12,7.72,0.342,0
7/3/2022,1:28:08,7/3/2022 1:28,22.299,0,0.02023696,0,0.051638926,-0.051638926,-0.071003524,0.28,221.1,0.345,30.3,10.1,234.2,67.2,68.3,5.83,0.186,0.11,233,0.03,151,-1.28,7.71,0.344,0
7/3/2022,1:33:08,7/3/2022 1:33,22.29,0,0.020232624,0,0.051606724,-0.051606724,-0.070959245,0.3,222.3,0.345,30.1,10.03,235.5,66.5,67.6,5.77,0.186,0.11,234.4,0.06,152,-1.29,7.7,0.344,0
7/3/2022,1:38:08,7/3/2022 1:38,22.287,0,0.020231178,0,0.051595994,-0.051595994,-0.070944492,0.29,222.7,0.344,29.93,9.98,236,66.2,67.3,5.75,0.184,0.11,234.8,0.08,153,-1.53,7.7,0.342,0
7/3/2022,1:43:08,7/3/2022 1:43,22.278,0,0.020226842,0,0.051563818,-0.051563818,-0.07090025,0.26,223,0.344,29.7,9.9,236.3,66.4,67.6,5.77,0.185,0.11,235.1,0.06,153,-1.39,7.69,0.343,0
7/3/2022,1:48:08,7/3/2022 1:48,22.269,0,0.020222508,0,0.051531663,-0.051531663,-0.070856036,0.27,223.4,0.343,29.61,9.87,236.7,65.8,66.9,5.72,0.183,0.11,235.5,0.02,153,-1.23,7.69,0.341,0
7/3/2022,1:53:08,7/3/2022 1:53,22.262,0,0.020219137,0,0.051506667,-0.051506667,-0.070821667,0.3,223.8,0.342,29.19,9.73,237.2,66.1,67.2,5.74,0.182,0.11,236,0.04,153,-1.63,7.69,0.341,0
7/3/2022,1:58:08,7/3/2022 1:58,22.241,0,0.020209028,0,0.051431751,-0.051431751,-0.070718658,0.6,224.2,0.342,29.09,9.7,237.6,65.8,66.9,5.71,0.181,0.11,236.5,0.05,154,-1.08,7.69,0.34,0
7/3/2022,2:03:08,7/3/2022 2:03,22.225,0,0.020201329,0,0.051374746,-0.051374746,-0.070640276,0.31,224.6,0.341,29.02,9.67,238,65,66.1,5.65,0.18,0.11,236.8,0.04,154,-1.53,7.68,0.34,0
7/3/2022,2:08:08,7/3/2022 2:08,22.214,0,0.020196038,0,0.051335591,-0.051335591,-0.070586438,0.28,224.6,0.34,28.84,9.61,238,65.6,66.7,5.7,0.179,0.11,236.8,0.05,154,-1.72,7.68,0.339,0
7/3/2022,2:13:08,7/3/2022 2:13,22.17,0,0.020174887,0,0.051179271,-0.051179271,-0.070371498,0.3,224.9,0.341,28.7,9.57,238.4,65.5,66.6,5.69,0.181,0.11,237.2,0.04,154,-1.56,7.68,0.34,0
7/3/2022,2:18:08,7/3/2022 2:18,22.159,0,0.020169603,0,0.051140266,-0.051140266,-0.070317865,0.31,225.3,0.342,28.45,9.48,238.8,65.5,66.6,5.69,0.181,0.11,237.6,0.03,154,-1.84,7.68,0.34,0
7/3/2022,2:23:08,7/3/2022 2:23,22.127,0,0.020154239,0,0.051026964,-0.051026964,-0.070162076,0.27,225.6,0.343,28.36,9.45,239.3,65.6,66.7,5.7,0.182,0.11,238.1,0.05,155,-1.64,7.68,0.341,0
7/3/2022,2:28:08,7/3/2022 2:28,22.074,0,0.020128817,0,0.05083986,-0.05083986,-0.069904807,0.28,225.9,0.344,28.28,9.43,239.6,65.3,66.4,5.68,0.184,0.11,238.4,0.02,155,-1.26,7.68,0.342,0
7/3/2022,2:33:08,7/3/2022 2:33,22.057,0,0.02012067,0,0.050779991,-0.050779991,-0.069822487,0.27,226.2,0.343,28.14,9.38,240,65.2,66.3,5.67,0.183,0.11,238.8,0.01,155,-1.72,7.67,0.341,0
7/3/2022,2:38:08,7/3/2022 2:38,22.026,0,0.020105821,0,0.050670999,-0.050670999,-0.069672624,0.24,226.5,0.342,28.18,9.39,240.4,65.2,66.3,5.67,0.181,0.11,239.2,0.03,155,-1.73,7.67,0.341,0
7/3/2022,2:43:08,7/3/2022 2:43,21.999,0,0.020092898,0,0.050576262,-0.050576262,-0.06954236,0.26,226.8,0.341,28.15,9.38,240.8,64.8,65.9,5.64,0.18,0.11,239.5,0.05,156,-1.81,7.67,0.34,0
7/3/2022,2:48:08,7/3/2022 2:48,21.985,0,0.0200862,0,0.050527208,-0.050527208,-0.069474911,0.25,227,0.34,28.11,9.37,241.2,65.1,66.2,5.67,0.179,0.11,239.9,0.04,156,-1.8,7.67,0.339,0
7/3/2022,2:53:08,7/3/2022 2:53,21.969,0,0.020078548,0,0.050471205,-0.050471205,-0.069397908,0.28,227.3,0.34,28.04,9.35,241.6,64.7,65.8,5.64,0.179,0.11,240.3,0.01,156,-1.7,7.67,0.339,0
7/3/2022,2:58:08,7/3/2022 2:58,21.949,0,0.020068987,0,0.050401289,-0.050401289,-0.069301773,0.27,227.4,0.34,27.95,9.32,241.9,64.9,65.9,5.65,0.179,0.11,240.6,0.05,156,-1.46,7.67,0.34,0
7/3/2022,3:03:08,7/3/2022 3:03,21.94,0,0.020064686,0,0.050369859,-0.050369859,-0.069258556,0.27,228,0.341,27.85,9.28,242.8,65.2,66.3,5.69,0.18,0.11,241.4,0.05,157,-1.51,7.67,0.341,0
7/3/2022,3:08:08,7/3/2022 3:08,21.921,0,0.02005561,0,0.050303569,-0.050303569,-0.069167408,0.25,227.8,0.341,27.77,9.26,242.7,64.9,66,5.66,0.18,0.11,241.3,0.06,157,-0.67,7.66,0.343,0
7/3/2022,3:13:08,7/3/2022 3:13,21.914,0,0.020052267,0,0.050279169,-0.050279169,-0.069133857,0.24,227.9,0.34,27.71,9.24,242.9,65.1,66.2,5.69,0.179,0.11,241.6,0,157,-1.79,7.66,0.343,0
7/3/2022,3:18:08,7/3/2022 3:18,21.91,0,0.020050357,0,0.050265231,-0.050265231,-0.069114693,0.25,228,0.341,27.63,9.21,243.2,65.3,66.4,5.71,0.18,0.11,241.9,0.03,157,-1.69,7.67,0.339,0
7/3/2022,3:23:08,7/3/2022 3:23,21.9,0,0.020045582,0,0.050230404,-0.050230404,-0.069066805,0.26,228.1,0.343,27.49,9.16,243.4,65.4,66.5,5.71,0.182,0.11,242,0.03,157,-1.68,7.66,0.345,0
7/3/2022,3:28:08,7/3/2022 3:28,21.9,0,0.020045582,0,0.050230404,-0.050230404,-0.069066805,0.26,228.3,0.342,27.42,9.14,243.7,65.3,66.5,5.71,0.181,0.11,242.4,0.05,158,-1.79,7.67,0.341,0
7/3/2022,3:33:08,7/3/2022 3:33,21.899,0,0.020045105,0,0.050226922,-0.050226922,-0.069062018,0.28,228.4,0.341,27.37,9.12,243.9,65.7,66.8,5.75,0.181,0.11,242.5,0.03,158,-1.78,7.67,0.34,0
7/3/2022,3:38:08,7/3/2022 3:38,21.899,0,0.020045105,0,0.050226922,-0.050226922,-0.069062018,0.26,228.5,0.341,27.27,9.09,244.1,65.6,66.7,5.74,0.181,0.11,242.7,0.07,158,-1.75,7.66,0.343,0
7/3/2022,3:43:08,7/3/2022 3:43,21.902,0,0.020046537,0,0.050237367,-0.050237367,-0.06907638,0.25,229,0.341,27.14,9.05,244.7,65.9,67,5.77,0.18,0.12,243.3,0.04,158,-1.74,7.67,0.343,0
7/3/2022,3:48:08,7/3/2022 3:48,21.907,0,0.020048924,0,0.05025478,-0.05025478,-0.069100323,0.25,229.2,0.34,27.14,9.04,244.9,65.7,66.8,5.75,0.178,0.12,243.5,0.03,158,-1.59,7.67,0.342,0
7/3/2022,3:53:08,7/3/2022 3:53,21.906,0,0.020048447,0,0.050251297,-0.050251297,-0.069095534,0.23,230.1,0.34,27.1,9.03,245.9,65.8,66.9,5.76,0.179,0.12,244.5,0.03,159,-1.62,7.66,0.339,0
7/3/2022,3:58:08,7/3/2022 3:58,21.906,0,0.020048447,0,0.050251297,-0.050251297,-0.069095534,0.23,230.9,0.34,27.22,9.07,246.8,66,67.1,5.78,0.179,0.12,245.4,0.01,160,-1.63,7.66,0.339,0
7/3/2022,4:08:08,7/3/2022 4:08,21.907,0,0.020048924,0,0.05025478,-0.05025478,-0.069100323,0.24,232.5,0.34,27.36,9.12,248.6,65.7,66.8,5.75,0.179,0.12,247.1,0.05,161,-1.55,7.65,0.339,0
7/3/2022,4:13:08,7/3/2022 4:13,21.91,0,0.020050357,0,0.050265231,-0.050265231,-0.069114693,0.23,232.7,0.341,27.46,9.15,248.7,66,67.1,5.78,0.18,0.12,247.3,0.05,161,-1.46,7.65,0.34,0
7/3/2022,4:18:08,7/3/2022 4:18,21.914,0,0.020052267,0,0.050279169,-0.050279169,-0.069133857,0.25,233.8,0.342,27.49,9.16,249.9,66,67.1,5.78,0.181,0.12,248.5,0.07,162,-1.68,7.64,0.34,0
7/3/2022,4:23:08,7/3/2022 4:23,21.919,0,0.020054654,0,0.050296596,-0.050296596,-0.06915782,0.21,234.4,0.344,27.57,9.19,250.6,65.5,66.6,5.74,0.185,0.12,249.2,0.04,162,-0.25,7.64,0.347,0
7/3/2022,4:28:08,7/3/2022 4:28,21.921,0,0.02005561,0,0.050303569,-0.050303569,-0.069167408,0.24,234.5,0.344,27.61,9.2,250.6,65.4,66.5,5.73,0.185,0.12,249.2,0.05,162,-1.55,7.64,0.347,0
7/3/2022,4:33:08,7/3/2022 4:33,21.923,0,0.020056565,0,0.050310543,-0.050310543,-0.069176997,0.21,235,0.346,27.78,9.26,251.2,65.9,67,5.77,0.187,0.12,249.8,0.03,162,-1.48,7.64,0.349,0
7/3/2022,4:38:08,7/3/2022 4:38,21.925,0,0.02005752,0,0.050317518,-0.050317518,-0.069186587,0.26,235.6,0.346,27.75,9.25,251.9,66.3,67.4,5.8,0.187,0.12,250.4,0.01,163,-1.47,7.64,0.344,0
7/3/2022,4:43:08,7/3/2022 4:43,21.928,0,0.020058953,0,0.050327981,-0.050327981,-0.069200974,0.24,236.4,0.346,27.86,9.29,252.6,66.3,67.5,5.81,0.187,0.12,251.2,0.07,163,-1.72,7.63,0.346,0
7/3/2022,4:48:08,7/3/2022 4:48,21.93,0,0.020059909,0,0.050334959,-0.050334959,-0.069210568,0.24,236.6,0.347,27.92,9.31,252.9,66.9,68,5.85,0.189,0.12,251.5,0.05,163,-1.72,7.63,0.35,0
7/3/2022,4:53:08,7/3/2022 4:53,21.929,0,0.020059431,0,0.05033147,-0.05033147,-0.069205771,0.22,236.9,0.348,27.95,9.32,253.2,66.7,67.9,5.84,0.191,0.12,251.8,0.04,164,-1.64,7.63,0.351,0
7/3/2022,4:58:08,7/3/2022 4:58,21.93,0,0.020059909,0,0.050334959,-0.050334959,-0.069210568,0.27,237,0.348,28.03,9.34,253.2,66.6,67.7,5.83,0.191,0.12,251.8,0.04,164,-1.34,7.63,0.348,0
7/3/2022,5:03:08,7/3/2022 5:03,21.93,0,0.020059909,0,0.050334959,-0.050334959,-0.069210568,0.25,237.2,0.35,28.14,9.38,253.5,66.3,67.4,5.8,0.193,0.12,252,0.04,164,-1.79,7.63,0.352,0
7/3/2022,5:08:08,7/3/2022 5:08,21.931,0.003885004,0.020060386,1.18E-06,0.050338447,-0.05033727,-0.069213746,0.24,237.4,0.351,28.07,9.35,253.6,66,67.2,5.78,0.194,0.12,252.2,0.03,164,-1.8,7.63,0.353,0
7/3/2022,5:13:08,7/3/2022 5:13,21.939,0.01979502,0.020064208,6.00E-06,0.050366367,-0.050360366,-0.069245503,0.24,237.3,0.352,28.23,9.41,253.5,66.1,67.2,5.79,0.196,0.12,252.1,0.03,164,-1.08,7.63,0.354,0
7/3/2022,5:18:08,7/3/2022 5:18,21.929,0.071780072,0.020059431,2.18E-05,0.05033147,-0.050309708,-0.069175848,0.24,237.3,0.352,28.34,9.45,253.5,66,67.1,5.78,0.196,0.12,252.1,0.06,164,-1.58,7.63,0.351,0
7/3/2022,5:23:08,7/3/2022 5:23,21.929,0.184075184,0.020059431,5.58E-05,0.05033147,-0.050275662,-0.069129036,0.26,237.2,0.353,28.59,9.53,253.4,66,67.1,5.77,0.197,0.12,252,0.04,164,-1.77,7.63,0.356,0
7/3/2022,5:28:08,7/3/2022 5:28,21.932,0.433085433,0.020060864,0.000131302,0.050341937,-0.050210635,-0.069039623,0.22,237.1,0.352,28.68,9.56,253.3,66.5,67.6,5.82,0.196,0.12,251.9,0.04,164,-1.72,7.63,0.355,0
7/3/2022,5:33:08,7/3/2022 5:33,21.932,0.922780923,0.020060864,0.000279767,0.050341937,-0.05006217,-0.068835484,0.23,237,0.353,29,9.67,253.2,66.9,68,5.85,0.197,0.12,251.7,0.02,164,-1.69,7.63,0.356,0
7/3/2022,5:38:08,7/3/2022 5:38,21.933,1.813741814,0.020061342,0.000549886,0.050345426,-0.04979554,-0.068468867,0.23,237,0.354,28.99,9.66,253.2,65.8,66.9,5.75,0.199,0.12,251.8,0.03,164,-1.63,7.63,0.356,0
7/3/2022,5:43:08,7/3/2022 5:43,21.933,2.841602842,0.020061342,0.000861511,0.050345426,-0.049483915,-0.068040383,0.24,236.9,0.354,29.1,9.7,253.1,66.3,67.5,5.81,0.199,0.12,251.7,0.06,164,-1.62,7.63,0.357,0
7/3/2022,5:48:08,7/3/2022 5:48,21.93,4.078884079,0.020059909,0.001236627,0.050334959,-0.049098331,-0.067510205,0.28,236.9,0.356,29.51,9.84,253.1,66.4,67.5,5.81,0.201,0.12,251.7,0.05,164,-1.24,7.63,0.358,0.21
7/3/2022,5:53:08,7/3/2022 5:53,21.929,5.699485699,0.020059431,0.001727958,0.05033147,-0.048603512,-0.066829829,0.28,237.2,0.355,29.6,9.87,253.3,65.8,66.9,5.75,0.2,0.12,251.9,0.04,164,-0.97,7.63,0.354,1.07
7/3/2022,5:58:08,7/3/2022 5:58,21.932,7.4000074,0.020060864,0.002243518,0.050341937,-0.048098418,-0.066135325,0.27,236.3,0.356,29.85,9.95,252.4,66.3,67.5,5.8,0.202,0.12,251,0.02,163,-1.46,7.63,0.359,3.88
7/3/2022,6:03:08,7/3/2022 6:03,21.933,9.776889777,0.020061342,0.002964136,0.050345426,-0.04738129,-0.065149273,0.25,236.2,0.358,30.13,10.04,252.3,66.5,67.6,5.82,0.205,0.12,250.9,0.05,163,-1.58,7.63,0.361,9.95
7/3/2022,6:08:08,7/3/2022 6:08,21.936,11.84593185,0.020062775,0.003591424,0.050355896,-0.046764471,-0.064301148,0.26,236.1,0.359,30.33,10.11,252.2,65.7,66.9,5.75,0.205,0.12,250.8,0.01,163,-1.68,7.63,0.361,23.41
7/3/2022,6:13:08,7/3/2022 6:13,21.945,13.16017316,0.020067075,0.003989873,0.050387318,-0.046397445,-0.063796486,0.26,236.1,0.358,30.43,10.14,252.2,65.8,66.9,5.75,0.205,0.12,250.7,0.05,163,-1.71,7.63,0.361,49.88
7/3/2022,6:18:08,7/3/2022 6:18,21.949,15.24401524,0.020068987,0.004621648,0.050401289,-0.045779641,-0.062947007,0.27,236.1,0.36,30.56,10.19,252.2,65.8,66.9,5.75,0.207,0.12,250.8,0.05,163,-1.03,7.62,0.359,98.04
7/3/2022,6:23:08,7/3/2022 6:23,21.949,17.51137751,0.020068987,0.005309062,0.050401289,-0.045092227,-0.062001813,0.25,236.1,0.36,30.65,10.21,252.2,65.5,66.6,5.73,0.207,0.12,250.8,0.04,163,-1.09,7.62,0.358,153.6
7/3/2022,6:28:08,7/3/2022 6:28,21.952,19.42945943,0.020070421,0.005890582,0.05041177,-0.044521189,-0.061216634,0.25,236.2,0.359,30.66,10.22,252.3,65.3,66.4,5.71,0.206,0.12,250.9,0.07,163,-1.28,7.63,0.358,220.48
7/3/2022,6:33:08,7/3/2022 6:33,21.951,20.69042069,0.020069943,0.006272877,0.050408277,-0.044135399,-0.060686174,0.24,236.1,0.36,30.84,10.28,252.3,65.5,66.6,5.73,0.207,0.12,250.9,0.04,163,-1.64,7.63,0.358,308.08
7/3/2022,6:38:08,7/3/2022 6:38,21.952,22.43090243,0.020070421,0.006800553,0.05041177,-0.043611218,-0.059965424,0.25,236.1,0.36,30.79,10.26,252.2,65.2,66.3,5.71,0.207,0.12,250.8,0.03,163,-1.53,7.63,0.359,400
7/3/2022,6:43:08,7/3/2022 6:43,21.955,24.15362415,0.020071855,0.007322844,0.050422254,-0.04309941,-0.059261689,0.3,236.4,0.36,30.86,10.29,252.5,64.4,65.5,5.63,0.208,0.12,251.1,0.06,163,-1.59,7.63,0.363,528.48
7/3/2022,6:48:08,7/3/2022 6:48,21.953,26.04802605,0.020070899,0.007897185,0.050415265,-0.04251808,-0.05846236,0.26,236.3,0.36,30.94,10.31,252.4,64.4,65.5,5.63,0.207,0.12,251,0.04,163,-1.29,7.63,0.359,640.32
7/3/2022,6:53:08,7/3/2022 6:53,21.954,28.17922818,0.020071377,0.008543318,0.050418759,-0.041875441,-0.057578732,0.27,236.1,0.361,31.1,10.37,252.2,64.8,65.9,5.67,0.208,0.12,250.7,0.02,163,-1.42,7.63,0.363,711.36
7/3/2022,6:58:08,7/3/2022 6:58,21.946,30.80771081,0.020067553,0.009340216,0.05039081,-0.041050594,-0.056444567,0.25,236.6,0.36,31.05,10.35,252.6,64.1,65.2,5.61,0.208,0.12,251.2,0.03,163,-0.87,7.63,0.359,824
